,Titulo,Data,Cluster,Ano
2015,las cifras discordia : encajan muertes ...,2020-04-19,2,2020
2016,"podcast : entérese el comercio , 20 abril 2020",2020-04-19,2,2020
2017,nicolás lapentti : tras covid-19 `` no beneficia ...,2020-04-19,1,2020
2018,cinco 15 laboratorios privados quito toman procesan ...,2020-04-19,2,2020
2019,coronavirus ecuador : ya 9.468 casos confirmados ...,2020-04-19,1,2020
2020,latinoamericanos mayor riesgo covid-19 mala ...,2020-04-19,1,2020
2021,kiwi stuck ecuador : 'you ca n't get hospital unless ...,2020-04-19,2,2020
2022,la onu argentina luchan pandemia ...,2020-04-20,2,2020
2023,coronavirus argentina : justicia otorgó casi medio centenar amparos trabajadores salud equipos protección,2020-04-20,1,2020
2024,"en plenum pandemia covid-19 , expertos advierten ...",2020-04-20,1,2020
2025,coronavirus : morat hizo cuarentena estudio grabación,2020-04-20,1,2020
2026,un reconocido neurocirujano advirtió coronavirus afecta sistema nervioso central,2020-04-20,1,2020
2027,"coronavirus argentina : `` lula '' polti , intendente maltrató enfermera violó cuarentena",2020-04-20,1,2020
2028,la sangre llama podría curar coronavirus | supercampo,2020-04-20,1,2020
2029,quiénes quedan exceptuados | noticias,2020-04-20,2,2020
2030,covid-19 : restricción san luis complica cosecha ...,2020-04-20,1,2020
2031,"nissan close global headquarters , japan site ...",2020-04-20,2,2020
2032,carrera virtual recauda fondos vencer covid-19,2020-04-20,1,2020
2033,coronavirus crisis in ecuador may be worse than the ...,2020-04-20,1,2020
2034,lenín moreno : `` ecuador enfrenta momento crítico ...,2020-04-20,2,2020
2035,el hombre cargado bote arrojado mar ...,2020-04-20,2,2020
2036,cómo afectará coronavirus países endeudados ...,2020-04-20,1,2020
2037,en tulcán funcionan mercados zonales emergencia,2020-04-20,2,2020
2038,colas cementerios 4:00 150 entierros día solo camposanto guayaquil,2020-04-20,2,2020
2039,llamadas falsas ecu-911 multarán usd 100 ...,2020-04-20,2,2020
2040,caída precio petróleo : consecuencias américa latina medio crisis coronavirus,2020-04-20,1,2020
2041,"nissan close global headquarters , japan site ...",2020-04-20,2,2020
2042,argentina anuncia primer caso covid-19 villa emergencia,2020-04-21,1,2020
2043,murió coronavirus pasajeros buquebus ...,2020-04-21,1,2020
2044,coronavirus argentina : allanaron country obligaban trabajadores incumplir aislamiento,2020-04-21,1,2020
2045,coronavirus argentina : quién jubilada 83 años salió tomar sol palermo,2020-04-21,1,2020
2046,denuncian clínicas privadas aplican protocolo covid-19 manejo cadáveres,2020-04-21,1,2020
2047,buscarán donantes plasma recuperados covid-19 ...,2020-04-21,1,2020
2048,tengo conjuntivitis ningún síntoma : ¿podría ser indicio coronavirus ?,2020-04-21,1,2020
2049,"coronavirus argentina : 70 años , salió reposera tomar sol casi termina detenida",2020-04-21,1,2020
2050,coronavirus argentina : ¿funciona uber cuarentena ?,2020-04-21,1,2020
2051,coronavirus argentina : algodón insumo clave sistema salud,2020-04-21,1,2020
2052,21 abril : 520 fallecidos 10.398 contagiados covid-19 ...,2020-04-21,1,2020
2053,fallece coronavirus torero ecuatoriano bolívar vasco,2020-04-21,1,2020
2054,ecuador : inquietante desfase número muertos covid-19,2020-04-21,1,2020
2055,59 65 parroquias quito registran contagios covid ...,2020-04-21,2,2020
2056,coronavirus : ¿puede cadáver víctima covid-19 transmitir enfermedad ?,2020-04-21,1,2020
2057,tomografías sirven evaluar daños causados ...,2020-04-21,2,2020
2058,el aislamiento reducirá tras hacer pruebas 6 % ...,2020-04-21,2,2020
2059,"santa elena , segunda provincia defunciones ...",2020-04-21,2,2020
2060,"jhon zambrano , vicepresidente comité olímpico ...",2020-04-21,2,2020
2061,terminal portuario guayaquil ecuador alcanza 3 mil ...,2020-04-21,2,2020
2062,coronavirus argentina : habló científico sacó foto covid-19 reveló sirve,2020-04-22,1,2020
2063,coronavirus : proyectan bandera argentina alpes gesto esperanza,2020-04-22,1,2020
2064,"quién elías masri , empresario murió coronavirus volvió argentina embalsamado nueva york vuelo repatriados",2020-04-22,1,2020
2065,coronavirus argentina : preso muerto unidad 23 florencio varela versiones cruzadas,2020-04-22,1,2020
2066,coronavirus argentina . confirmaron segundo caso villa 31 crece preocupación,2020-04-22,1,2020
2067,la lámpara germicida argentina actúa ...,2020-04-22,2,2020
2068,rse tiempos covid-19 : rol empresas cerca comunidad,2020-04-22,1,2020
2069,coronavirus argentina : odontólogos afirman `` inviable '' atender alto costo kit,2020-04-22,1,2020
2070,"alarmed covid patient ' blood thickened , new york ...",2020-04-22,2,2020
2071,japan cut 100000 tulip keep coronavirus distance,2020-04-22,1,2020
2072,salud realiza 'autopsias verbales ' probable fallecidos ...,2020-04-22,2,2020
2073,turista chilena fallecida ecuador enterrada error,2020-04-22,2,2020
2074,el ajuste salarios públicos acentúa emergencia,2020-04-22,2,2020
2075,en 71 barrio portoviejo instalarán puestos salud ...,2020-04-22,2,2020
2076,"coronavirus américa : cuba , bolivia , venezuela , ecuador ... vivo",2020-04-22,1,2020
2077,'like horror war ' : mayor virus-ravaged ecuador city call drastic response,2020-04-22,2,2020
2078,una madre covid-19 da luz bebé sana ...,2020-04-22,1,2020
2079,trump disagrees georgia 's push re-open economy,2020-04-22,2,2020
2080,coronavirus ecuador : una clínica universitaria nace ...,2020-04-22,1,2020
2081,relación comercial ecuador china logra recuperarse covid-19,2020-04-22,1,2020
2082,coronavirus argentina : dio positivo penitenciario cárcel devoto seis agentes,2020-04-23,1,2020
2083,coronavirus argentina : uca estima pobreza llegó 45 % pandemia,2020-04-23,1,2020
2084,"coronavirus argentina : confirman , menos , siete casos covid-19 hospital paroissien la matanza",2020-04-23,1,2020
2085,"coronavirus argentina : la validación títulos médicos cubanos , mira",2020-04-23,1,2020
2086,toman primera foto coronavirus circula argentina,2020-04-23,1,2020
2087,coronavirus : mitad adolescentes país ...,2020-04-23,1,2020
2088,walter montillo perdió padre abuelo coronavirus evalúa dejar fútbol,2020-04-23,1,2020
2089,ginés gonzález garcía : « no cerca vuelva fútbol »,2020-04-23,2,2020
2090,el regreso fútbol argentina : cuáles propuestas barajan permitir entrenamientos,2020-04-23,2,2020
2091,terrorífica cifra onu : podrían morir hambre 300.000 persona día,2020-04-23,2,2020
2092,23 abril : salud reporta 22.160 casos coronavirus ...,2020-04-23,1,2020
2093,coronavirus ecuador : país duplica número casos 22.000,2020-04-23,1,2020
2094,salvoconducto ecuador : ¿quién necesita quién circular emergencia ?,2020-04-23,2,2020
2095,iberia realizará fin me quinto vuelo repatriación ...,2020-04-23,2,2020
2096,trump ofrece duque material sanitario hacer frente ...,2020-04-23,2,2020
2097,napo mantiene provincia menos casos ...,2020-04-23,2,2020
2098,los refugiados venezolanos suman lucha ...,2020-04-23,2,2020
2099,coronavirus américa : resumen casos 22 abril,2020-04-23,1,2020
2100,coronavirus : misa abrazos ; funeral católico ...,2020-04-23,1,2020
2101,coronavirus américa latina : países gente saca dinero fondo pensiones tal vez buena idea,2020-04-23,1,2020
2102,coronavirus argentina : ginés gonzález garcía admitió temor falta médicos enfermeros,2020-04-24,1,2020
2103,coronavirus argentina . ¿cómo vuelta clases ?,2020-04-24,1,2020
2104,coronavirus argentina : nombraron `` covid '' bebé nacido santa fe,2020-04-24,1,2020
2105,coronavirus argentina : murió pacientes geriátrico belgrano,2020-04-24,1,2020
2106,motín cárcel argentina tras registrarse caso ...,2020-04-24,2,2020
2107,coronavirus argentina : 200 persona esperan constitución test rápido,2020-04-24,1,2020
2108,coronavirus argentina : “ es buen momento chico hagan caminata saludable ”,2020-04-24,1,2020
2109,coronavirus argentina : terapia intensiva cerrada parcialmente quejas do enfermeras covid-19,2020-04-24,1,2020
2110,exaltación cruz : murió único caso positivo ...,2020-04-24,2,2020
2111,coronavirus . air new zealand anunció deja volar argentina,2020-04-24,1,2020
2112,donald trump ofrece ayuda ecuador luchar ...,2020-04-24,2,2020
2113,24 abril : los casos covid-19 registrados ecuador ...,2020-04-24,1,2020
2114,cuarentena ecuador : cuándo termina cuándo empezaría fase distanciamiento,2020-04-24,2,2020
2115,quito admite infravaloró cifra infectados falta ...,2020-04-24,2,2020
2116,"sentenciado caso odebrecht , segundo preso fallecido ...",2020-04-24,2,2020
2117,industria bananera ecuador cumple contratos pese ...,2020-04-24,2,2020
2118,ecuador retomará actividades mayo alcanzar aún pico ...,2020-04-24,2,2020
2119,"cepas covid-19 llegaron múltiples lugares , según ...",2020-04-24,1,2020
2120,"deaths desperation mount ecuador , epicenter coronavirus pandemic latin america",2020-04-24,1,2020
2121,templos católicos ecuador reabrirían gradualmente tras ...,2020-04-24,2,2020
2122,"nació ciro covid , primer bebé nombre virus argentina",2020-04-25,2,2020
2123,coronavirus argentina : contagiaron do enfermeros terapia intensiva hospital durand,2020-04-25,1,2020
2124,¿el mercosur rompe argentina negociaciones ...,2020-04-25,2,2020
2125,coronavirus argentina : así conferencia alberto fernández,2020-04-25,1,2020
2126,iglesia argentina : alternativas hacinamiento ...,2020-04-25,2,2020
2127,"qué sulfurozador , aparato usó poderosa élite argentina “ los higienistas ” peste bubónica",2020-04-25,2,2020
2128,coronavirus argentina : radio quedó pilas nunca enteraron pandemia,2020-04-25,1,2020
2129,no evidencia nicotina protege coronavirus,2020-04-25,1,2020
2130,los ancianos coronavirus muestran síntomas inusuales,2020-04-25,1,2020
2131,el día después : cómo cambiará coronavirus narco méxico,2020-04-25,1,2020
2132,guayaquil : familia recibe cadáver mujer ...,2020-04-25,2,2020
2133,bono contingencia covid-19 : cómo saber si beneficiario través cédula,2020-04-25,1,2020
2134,pandemia covid-19 podría ralentizar transición hacia ...,2020-04-25,1,2020
2135,ecuador ravaged coronavirus,2020-04-25,1,2020
2136,bono contingencia covid-19 : cómo registrarse página inscribirse,2020-04-25,1,2020
2137,la construcción comenzará trabajar 27 abril 28 ...,2020-04-25,2,2020
2138,las deudas preocupa choferes,2020-04-25,2,2020
2139,coronavirus | `` las matemáticas sirven modelar enfermedad darte argumentos quedarte casa ” : clara grima papel ciencia pandemia,2020-04-25,1,2020
2140,russia report 5966 new coronavirus case past 24 hour,2020-04-25,1,2020
2141,la policía ee.uu . prueba drone detectar síntomas ...,2020-04-25,2,2020
2142,"presentan cuidar , nueva versión app coronavirus argentina",2020-04-26,1,2020
2143,coronavirus argentina : salió madrid vuelo 100 argentinos repatriados,2020-04-26,1,2020
2144,"tras violento motín , autoridades confirmaron do presos contagiados coronavirus penal devoto",2020-04-26,1,2020
2145,"coronavirus argentina : don julio , mejores restaurantes mundo , convertido carnicería",2020-04-26,1,2020
2146,"el asado argentino , víctima coronavirus",2020-04-26,1,2020
2147,coronavirus argentina : ¿se puede correr hacer deporte ...,2020-04-26,1,2020
2148,coronavirus argentina : cómo calcular 500 metro casa,2020-04-26,1,2020
2149,cuatro `` remedios '' empresa frente insolvencia derivada coronavirus,2020-04-26,1,2020
2150,coronavirus argentina : padre pasearon ...,2020-04-26,1,2020
2151,coronavirus argentina : cuarentena `` a rajatablas '' pueblo playa nadie pisa arena,2020-04-26,1,2020
2152,coronavirus ecuador : mujer 74 años dieron muerta viva,2020-04-26,1,2020
2153,coronavirus ecuador : tragedia familias guayaquil encuentran muertos,2020-04-26,1,2020
2154,covid-19 : la dantesca experiencia enfermeros ...,2020-04-26,1,2020
2155,así funcionará semáforo cantones levantar ...,2020-04-26,2,2020
2156,"brasil ecuador , focos pandemia américa latina",2020-04-26,2,2020
2157,los tres primeros casos covid-19 registran pedernales,2020-04-26,1,2020
2158,una multitud aglomera tras dominicano profetiza ...,2020-04-26,2,2020
2159,inec publicará cifras empleo covid-19 ecuador,2020-04-26,1,2020
2160,tom hanks donará sangre desarrollar vacuna ...,2020-04-26,2,2020
2161,cne debate idea voto virtual ecuador,2020-04-26,2,2020
2162,"cuidar , nueva versión app coronavirus argentina : permite hacer autoexamen síntomas tramitar certificado único circulación",2020-04-27,1,2020
2163,coronavirus argentina : terminó motín cárcel mendoza promesa abrir mesa,2020-04-27,1,2020
2164,coronavirus argentina : redujo mitad contaminación grandes ciudades cuarentena,2020-04-27,1,2020
2165,coronavirus argentina : allanan geriátrico villa devoto posible caso covid-19,2020-04-27,1,2020
2166,coronavirus argentina : prohíben ingreso salta micros larga distancia tras nuevo caso,2020-04-27,1,2020
2167,la política fiscal respuesta coronavirus : argentina ...,2020-04-27,1,2020
2168,el gobierno pactó uia cgt baja salarial 25 % trabajadores suspendidos,2020-04-27,2,2020
2169,"edgardo codesal , árbitro dirigió final italia '90 , denunció desean muerte coronavirus",2020-04-27,1,2020
2170,xuxa habló santiago del moro pandemia coronavirus brasil,2020-04-27,1,2020
2171,"argentina , me confinada pandemia tormenta ...",2020-04-27,2,2020
2172,gobierno ecuador califica `` espeluznante '' caso mujer dada muerta presuntamente causa covid-19,2020-04-27,1,2020
2173,alcaldesa guayaquil exige recursos tratar covid-19 ecuador,2020-04-27,1,2020
2174,coronavirus : nuevo sistema medidas semáforo ...,2020-04-27,1,2020
2175,coronavirus : médicos negaron atender pacientes covid-19 ( y caso muestra precaria situación sanitarios américa latina ),2020-04-27,1,2020
2176,indígenas ecuador anuncian mantendrán cuarentena ...,2020-04-27,2,2020
2177,dudas cambio metodología ingreso datos coronavirus ecuador,2020-04-27,1,2020
2178,artistas ecuador mundo apoyan música,2020-04-27,2,2020
2179,repsol ecuador descarta casos covid-19 campos ...,2020-04-27,1,2020
2180,piden mantener aislamiento amazonía ecuador ...,2020-04-27,2,2020
2181,¿el iess permite validar certificado médico línea ?,2020-04-27,2,2020
2182,coronavirus argentina : 200 fallecidos 4127 casos total,2020-04-28,1,2020
2183,coronavirus : alberto fernández avaló prisión domiciliaria presos comunes generó polémica,2020-04-28,1,2020
2184,prisión domiciliaria : ¿qué dijo alberto fernández presos comunes ?,2020-04-28,2,2020
2185,coronavirus argentina : gobierno estableció protocolo transporte público aumento,2020-04-28,1,2020
2186,coronavirus argentina : 14 agentes psa aeropuerto ezeiza dieron positivo,2020-04-28,1,2020
2187,coronavirus argentina : advierten app cuidar permite gobierno geolocalizar gente,2020-04-28,1,2020
2188,confirmaron 11 nuevos casos coronavirus villa 31 : suman 13 positivos preocupación expansión contagios,2020-04-28,1,2020
2189,coronavirus : ¿qué significa recuperarse ; puede persona ...,2020-04-28,1,2020
2190,de argentina méxico : ¿dónde respeta cuarentena coronavirus ?,2020-04-28,1,2020
2191,"coronavirus argentina : tres médicos instituto roffo , infectados capacitación",2020-04-28,1,2020
2192,soy médico ecuador enfermé covid-19,2020-04-28,1,2020
2193,personal sanitario protesta falta equipos protección ...,2020-04-28,2,2020
2194,medidas austeridad podrían afectar derechos humanos ...,2020-04-28,2,2020
2195,comandante policía : 'no cabe subordinación ...,2020-04-28,2,2020
2196,"en emergencia , alcaldía guayaquil inicia concurso ...",2020-04-28,2,2020
2197,las actividades comercio transporte santo ...,2020-04-28,2,2020
2198,austerity measure could affect human right ecuador,2020-04-28,2,2020
2199,cuatro organizaciones esmeraldas emprenden ...,2020-04-28,2,2020
2200,repsol ecuador descarta casos covid-19 campos ...,2020-04-28,1,2020
2201,127 puntos control tránsito instalaron quito ...,2020-04-28,2,2020
2202,coronavirus argentina : cinco muertos geriátrico belgrano clausurado,2020-04-29,1,2020
2203,"coronavirus argentina : doble efecto , sobrepoblación cárceles federales",2020-04-29,1,2020
2204,"covid-19 dengue , junto : temida “ sindemia ” preocupa médicos",2020-04-29,1,2020
2205,el fin coronavirus : monitoreo predictivo muestra cuándo terminaría pandemia cada país,2020-04-29,1,2020
2206,"tiene 15 causa , salió cárcel coronavirus día arrestaron robo",2020-04-29,1,2020
2207,aseguran paulo dybala volvió dar positivo coronavirus,2020-04-29,1,2020
2208,coronavirus argentina : piden convertir micros escolares transporte actividades,2020-04-29,1,2020
2209,coronavirus argentina : justicia benefició prisión domiciliaria do represores,2020-04-29,1,2020
2210,tabacaleras cuarentena : ¿hay riesgo acaben cigarrillos ?,2020-04-29,2,2020
2211,cuarentena coronavirus : publican novela inconclusa ana frank,2020-04-29,1,2020
2212,29 abril : ecuador 24.675 casos contagio covid ...,2020-04-29,2,2020
2213,quinto avión repatriados españoles partió quito ...,2020-04-29,2,2020
2214,"petróleo wti , referencia ecuador , dispara 22 % ...",2020-04-29,2,2020
2215,prefectura carchi pide corredor humanitario trasladar ...,2020-04-29,2,2020
2216,el calvario personal sanitario : violencia méxico ...,2020-04-29,2,2020
2217,bid desembolsará $ 700 millones ecuador combate covid-19,2020-04-29,1,2020
2218,71 proyectos construcción reactivado ...,2020-04-29,2,2020
2219,coronavirus : bélgica mayor tasa mortalidad covid-19 mundo ( y dice ello enfermedad países ),2020-04-29,1,2020
2220,amazon city resort mass graf brazil covid-19 ...,2020-04-29,1,2020
2221,cerca mil persona sido inyectadas agua ...,2020-04-29,2,2020
2222,preocupación avance coronavirus villa porteñas : confirmaron 124 casos,2020-04-30,1,2020
2223,coronavirus poder judicial : medidas tomaron ...,2020-04-30,1,2020
2224,el avance coronavirus brasil empieza preocupar vecinos,2020-04-30,1,2020
2225,detuvieron delincuente recientemente liberado excusa coronavirus : volvió golpear familia,2020-04-30,1,2020
2226,covid-19 : agro tecnología menos afectadas ...,2020-04-30,1,2020
2227,"merkel , ¿la principal aliada argentina ?",2020-04-30,2,2020
2228,polémicas excarcelaciones riesgo covid-19,2020-04-30,1,2020
2229,"coronavirus argentina : pueblo originarios chaco , formosa salta reclaman mayor atención",2020-04-30,1,2020
2230,el modelo suecia ganarle coronavirus,2020-04-30,1,2020
2231,coronavirus argentina . luis wall : `` tenemos bacteria células cuerpo '',2020-04-30,1,2020
2232,día trabajo : 361 361 persona teletrabajo do ...,2020-04-30,2,2020
2233,ecuador : indígenas temen hambruna derrames petróleo amazonía pandemia,2020-04-30,2,2020
2234,"deaths and desperation mount in ecuador , epicenter of ...",2020-04-30,2,2020
2235,empresa estatal china dona insumos médicos ecuador,2020-04-30,2,2020
2236,denuncias despidos intempestivos crecieron 72 % ...,2020-04-30,2,2020
2237,american airlines registra pérdidas usd 2.241 millones ...,2020-04-30,2,2020
2238,defensoría pueblo recibió 388 alertas vulneraciones ...,2020-04-30,2,2020
2239,la amt realizará homenaje personal salud 1 ...,2020-04-30,2,2020
2240,"padre familia recibió diagnóstico faringitis , murió ...",2020-04-30,2,2020
2241,coronavirus : ecuador lanza sistema entrega ...,2020-04-30,1,2020
2242,coronavirus argentina : jueza reveló liberaron 176 violadores cuarentena,2020-05-01,1,2020
2243,debate liberación presos argentina,2020-05-01,2,2020
2244,coronavirus argentina : cuántos bebés nacieron ciudad buenos aires inicio cuarentena,2020-05-01,1,2020
2245,coronavirus argentina : países hecho caceroladas,2020-05-01,1,2020
2246,un estudio preliminar asocia muertes covid-19 deficiencia vitamina d,2020-05-01,1,2020
2247,coronavirus argentina : allanan clínica gba tras muerte presunto incumplimiento,2020-05-01,1,2020
2248,qué oxímetro pulso serviría tenerlo casa pandemia coronavirus,2020-05-01,1,2020
2249,coronavirus argentina : ¿justifica emergencia liberar detenidos ?,2020-05-01,1,2020
2250,coronavirus : hombre disfrazó parca recorrió playas florida protestar reapertura,2020-05-01,1,2020
2251,cuáles provincias mejor peor respuesta crisis económica desató coronavirus,2020-05-01,1,2020
2252,"ecuador , país periodistas fallecidos coronavirus",2020-05-01,1,2020
2253,un ecuatoriano colombiana crean prueba covid-19,2020-05-01,1,2020
2254,ecuador sufre gran incertidumbre exportación flores,2020-05-01,2,2020
2255,"coronavirus américa 1 mayo | última hora perú , chile , ecuador , bolivia cuba",2020-05-01,1,2020
2256,el café vaca cierra cuatro locale motivos ...,2020-05-01,2,2020
2257,uk 's hancock : still early say lockdown eased,2020-05-01,2,2020
2258,coronavirus : quito mantiene semáforo rojo 31 ...,2020-05-01,1,2020
2259,flooding devastates ecuador 's indigenous community ...,2020-05-01,2,2020
2260,embajada china : “ llamar juicio china incitar ...,2020-05-01,2,2020
2261,malaysia detains hundred refugee migrant ...,2020-05-01,2,2020
2262,coronavirus argentina : confirman primera muerte villa 31 retiro,2020-05-02,1,2020
2263,coronavirus argentina : murió mujer villa 31,2020-05-02,1,2020
2264,coronavirus argentina : infectólogo eduardo lópez `` diciembre me seguridad vuelta,2020-05-02,1,2020
2265,coronavirus argentina : marcos rojo armó partido truco amigo rompió cuarentena,2020-05-02,1,2020
2266,coronavirus argentina : cómo nuevo protocolo entierros cremaciones ciudad buenos aires,2020-05-02,1,2020
2267,coronavirus argentina : avión hércules fuerza aérea traslada 7 toneladas respiradores insumos médicos provincias,2020-05-02,1,2020
2268,coronavirus argentina : presos golpearon cacerolas devoto polvorín,2020-05-02,1,2020
2269,coronavirus argentina : 9 muertos área salud sigue aumentando número contagios,2020-05-02,1,2020
2270,cinco agencias inteligencia revelaron mentiras china coronavirus,2020-05-02,1,2020
2271,"coronavirus : rotación equipos médicos , clave quedarse personal salud pandemia",2020-05-02,1,2020
2272,una mujer 'resucita ' tras ser dada muerta coronavirus incinerada,2020-05-02,1,2020
2273,+++ coronavirus minuto minuto : mitad ecuador extiende confinamiento +++,2020-05-02,1,2020
2274,coronavirus américa : resumen casos 1 mayo,2020-05-02,1,2020
2275,estas nuevas reglas locale movilidad ...,2020-05-02,2,2020
2276,cuenca mantendrá semáforo rojo 10 mayo ...,2020-05-02,2,2020
2277,educación : ¿qué pasó inclusión digital ecuador ?,2020-05-02,2,2020
2278,112 cantones ecuador confirmado seguirán ...,2020-05-02,2,2020
2279,un niño ecuatoriano 12 años admitido 12 ...,2020-05-02,2,2020
2280,el coronavirus castiga producción flor cortada ...,2020-05-02,1,2020
2281,batallón infantería san lorenzo levanta cuarentena ...,2020-05-02,2,2020
2282,irresponsable : marcos rojo captado fumando jugando póker plenum cuarentena argentina [ video ],2020-05-03,2,2020
2283,el coronavirus podría dejar boca do finale,2020-05-03,1,2020
2284,"covidiota , zoompleaños , coronials : cuáles nuevas palabras trae coronavirus",2020-05-03,1,2020
2285,brasil superó barrera 100.000 casos coronavirus : registra 7.000 muertos,2020-05-03,1,2020
2286,matuidi : `` la cuarentena coronavirus puso psicótico '',2020-05-03,1,2020
2287,coronavirus argentina : papel necesitan padre separados trasladar hijos casa,2020-05-03,1,2020
2288,bono ife anses : ¿cuándo recibo cobro banco nación ?,2020-05-03,2,2020
2289,alemania exigió china “ clarifique origen ” coronavirus,2020-05-03,1,2020
2290,afectación poblacional covid-19 según grupo edad,2020-05-03,1,2020
2291,"refile-malaysia 's march export fall 4.7 % y/y , smaller drop ...",2020-05-03,2,2020
2292,3 mayo : ecuador reporta 1.564 persona fallecidas ...,2020-05-03,2,2020
2293,coronavirus ecuador : ¿quiénes sacar salvoconducto circular ?,2020-05-03,1,2020
2294,universidades ecuatorianas alertan posible cierre recortes,2020-05-03,2,2020
2295,consulado venezuela ecuador anuncia plan ...,2020-05-03,2,2020
2296,300 familias cantón yantzaza afectadas ...,2020-05-03,2,2020
2297,el ecuatoriano mario villegas dio 4688 vueltas cama ...,2020-05-03,2,2020
2298,"a día cambio `` distanciamiento social '' , ecuador ...",2020-05-03,2,2020
2299,"con mayor carga viral , posibilidad contagiar covid-19 ...",2020-05-03,1,2020
2300,coronavirus ecuador : mujer ‘ resucita ’ tras ser dada muerta covid-19 ‘ cremada ’ [ video ],2020-05-03,1,2020
2301,¿cómo decidir emprender ( o trabajar ) después cuarentena ecuador ?,2020-05-03,2,2020
2302,coronavirus argentina : confirman tres nuevas muertes 249 fallecidos país,2020-05-04,1,2020
2303,líderes argentina italia conversan covid-19,2020-05-04,1,2020
2304,casos coronavirus hoy argentina : cuántos muertos cómo avanza pandemia 4 mayo,2020-05-04,1,2020
2305,coronavirus argentina : habilitan circular combis minibus,2020-05-04,1,2020
2306,coronavirus : procesaron joven contagió abuelo coronavirus fiesta 15,2020-05-04,1,2020
2307,coronavirus : burger king starbucks cerrarán 13 locale país,2020-05-04,1,2020
2308,coronavirus argentina | `` nunca deseado muerte '' : madre pidió liberen asesino hijo cuya salud corre peligro debido pandemia,2020-05-04,1,2020
2309,la villa 31 lleva semana agua disparan contagios : 133 casos positivos muerte coronavirus,2020-05-04,1,2020
2310,"maltrato infantil , amenaza silenciosa cuarentena ...",2020-05-04,2,2020
2311,los medios deben saber diferenciar hechos ficción ...,2020-05-04,2,2020
2312,semáforo rojo coronavirus ecuador : significa cómo funciona,2020-05-04,1,2020
2313,la corte constitucional ecuador protege derechos ...,2020-05-04,2,2020
2314,la nacionalidad siekopai pide protección pandemia,2020-05-04,2,2020
2315,investigan corrupción hospital ecuatoriano pandemia,2020-05-04,2,2020
2316,empresas sector textil reportan usd 150 millones ...,2020-05-04,2,2020
2317,ecuador health minister : 'horrifying ' coronavirus plague ...,2020-05-04,1,2020
2318,israel isolates coronavirus antibody 'significant ...,2020-05-04,1,2020
2319,"coronavirus brasil : manaos , ciudad azotada pandemia cava fosas comunes reclama ayuda",2020-05-04,1,2020
2320,el cantante azuayo claudio vallejo sepultado cuenca ...,2020-05-04,2,2020
2321,coronavirus china : ¿se puede pedir responsabilidad pekín pandemia covid-19 ?,2020-05-04,1,2020
2322,coronavirus argentina : examinan tripulaciones do buques capturados mar argentino,2020-05-05,1,2020
2323,"“ la obesidad frente covid-19 factor riesgo casi tan grave jóvenes ser anciano ” , según experto johns hopkins",2020-05-05,1,2020
2324,coronavirus argentina : empresas pidieron ayuda estatal pagar sueldos pueden acceder,2020-05-05,1,2020
2325,coronavirus enciende polémica prisión domiciliaria ...,2020-05-05,1,2020
2326,“ todos vulnerables batalla ” : covid-19 luto thalía muerte persona cercana,2020-05-05,1,2020
2327,así funcionan 20 unidades febriles urgencia ciudad aislar casos sospechosos coronavirus,2020-05-05,1,2020
2328,coronavirus : 2.200 partos cuarentena solo caso positivo ciudad buenos aires,2020-05-05,1,2020
2329,rubén wolkowyski tras recuperarse coronavirus : `` tuve ...,2020-05-05,1,2020
2330,coronavirus : consejos oms manipular alimentos casa supermercado,2020-05-05,1,2020
2331,reconvertirse medio coronavirus : tres historias fábricas cambiaron producción original pandemia,2020-05-05,1,2020
2332,ciclistas salen ruta ecuador tras 45 días ...,2020-05-05,2,2020
2333,"coronavirus diciembre , ecuador , cárceles ... las noticias ...",2020-05-05,1,2020
2334,una línea telefónica habilitada cuenca consultar ...,2020-05-05,2,2020
2335,"saberes ancestrales adultos mayores , riesgo ...",2020-05-05,2,2020
2336,seis reglas locale comerciales deberán cumplir ...,2020-05-05,2,2020
2337,coronavirus : exceso mortalidad puede ser clave saber cuántas persona muerto realmente covid-19,2020-05-05,1,2020
2338,coronavirus américa : resumen casos 4 mayo,2020-05-05,1,2020
2339,ecuador : más 200 universitarios protestan reducción presupuesto,2020-05-05,2,2020
2340,"beyond meat result beat , suspends 2020 forecast covid ...",2020-05-05,2,2020
2341,coronavirus ecuador : fieles podrán orar 20 minutos ...,2020-05-05,1,2020
2342,messi « modo coronavirus » : lució mascarilla guantes,2020-05-06,1,2020
2343,¿qué pasa villa 31 argentina cuántos casos coronavirus hay ?,2020-05-06,1,2020
2344,juventus oficializa paulo dybala curado coronavirus,2020-05-06,1,2020
2345,el ministerio defensa incorpora hércules ayudar ...,2020-05-06,2,2020
2346,"coronavirus villa 31 , símbolo pobreza argentina | fotos",2020-05-06,1,2020
2347,economistas mundo piden acreedores `` buena fe '' acepten oferta argentina,2020-05-06,2,2020
2348,' i 'm healed ' : dybala get all-clear coronavirus,2020-05-06,1,2020
2349,un científico chino “ a punto lograr hallazgo significativo ” investigación coronavirus asesinado estados unidos,2020-05-06,1,2020
2350,coronavirus argentina : ciudad suspendió calificaciones escuelas `` valoración,2020-05-06,1,2020
2351,coronavirus : cómo reapertura peluquerías ...,2020-05-06,1,2020
2352,"coronavirus , venezuela , ecuador , taiwán .. las noticias ...",2020-05-06,1,2020
