,Titulo,Data,URL da noticia,Ano,Cluster
1205,taiwan student fight virus lego disinfectant dispenser,2020-03-09,https://www.reuters.com/article/us-health-coronavirus-taiwan-lego-idUSKBN20X033,2020,3
1206,murió madrid saxofonista argentino marcelo peralta coronavirus,2020-03-10,https://www.infobae.com/sociedad/2020/03/10/murio-en-madrid-el-saxofonista-argentino-marcelo-peralta-por-coronavirus/,2020,2
1207,falleció madrid saxofonista argentino marcelo peralta coronavirus,2020-03-10,https://www.ambito.com/coronavirus/fallecio-madrid-el-saxofonista-argentino-marcelo-peralta-n5087838,2020,2
1208,el saxofonista argentino marcelo peralta murió coronavirus madrid,2020-03-10,https://www.perfil.com/noticias/sociedad/el-saxofonista-argentino-marcelo-peralta-murio-por-coronavirus-en-madrid.phtml,2020,2
1209,coronavirus argentina : controles ezeiza débiles pasajeros pasan llenar,2020-03-10,https://www.clarin.com/sociedad/coronavirus-argentina-controles-ezeiza-debiles-pasajeros-pasan-llenar-declaracion-jurada_0_QJXBKmhB.html,2020,0
1210,tres niños aislados la plata síntomas coronavirus,2020-03-10,https://www.infobae.com/sociedad/2020/03/10/tres-ninos-aislados-en-la-plata-por-sintomas-de-coronavirus/,2020,2
1211,"por coronavirus , suspendió evento fifa iba realizar argentina",2020-03-10,https://www.infobae.com/america/deportes/2020/03/10/se-suspendio-un-evento-que-la-fifa-iba-a-realizar-en-la-argentina/,2020,0
1212,coronavirus : salud descartó posibles casos pasajeros llegaron italia,2020-03-10,https://www.infobae.com/america/mexico/2020/03/11/dos-pasajeros-llegaron-con-fiebre-a-mexico-en-vuelo-desde-italia/,2020,2
1213,"tras estudios , kylian mbappé dio negativo coronavirus",2020-03-10,https://www.infobae.com/america/deportes/futbol-europeo/2020/03/10/alerta-total-en-el-psg-estudian-si-kylian-mbappe-contrajo-coronavirus/,2020,2
1214,angela merkel : “ entre 60 70 % alemanes infectará coronavirus ”,2020-03-10,https://www.infobae.com/america/mundo/2020/03/10/angela-merkel-entre-el-60-y-70-de-los-alemanes-se-infectara-con-el-coronavirus/,2020,2
1215,el vaticano cerró plaza basílica san pedro coronavirus,2020-03-10,https://www.infobae.com/america/mundo/2020/03/10/el-vaticano-cerro-la-plaza-y-la-basilica-de-san-pedro-por-el-coronavirus/,2020,2
1216,la razón papel higiénico escasea ...,2020-03-10,https://www.elcomercio.com/tendencias/salud/papel-higienico-escasez-paises-covid19.html,2020,3
1217,músico argentino murió madrid causa covid-19,2020-03-10,https://www.elcomercio.com/tendencias/entretenimiento/musico-argentino-murio-madrid-coronavirus.html,2020,3
1218,todos eventos deportivos españa puertas ...,2020-03-10,https://www.elcomercio.com/deportes/futbol/eventos-deportivos-espana-coronavirus-futbol.html,2020,3
1219,coronavirus : psicología detrás compras nerviosas brote covid-19,2020-03-10,https://www.bbc.com/mundo/vert-cap-51824458,2020,3
1220,el caso weinstein llevó denuncia ex primer ministro ...,2020-03-10,https://www.elcomercio.com/tendencias/caso-weinstein-denuncia-exministro-escocia.html,2020,3
1221,hombre sospechoso coronavirus llegó perú ecuador escapa hospital someterse prueba,2020-03-10,https://www.eluniverso.com/noticias/2020/03/10/nota/7775802/hombre-sospechoso-coronavirus-que-llego-peru-ecuador-escapa/,2020,2
1222,coronavirus : tan difícil dejar tocarse cara recomiendan evitar contagio covid-19,2020-03-10,https://www.bbc.com/mundo/noticias-51768647,2020,3
1223,"tras estudios , kylian mbappé dio negativo coronavirus",2020-03-10,https://www.infobae.com/america/deportes/futbol-europeo/2020/03/10/alerta-total-en-el-psg-estudian-si-kylian-mbappe-contrajo-coronavirus/,2020,2
1224,motines prisiones italianas coronavirus,2020-03-10,https://es.euronews.com/2020/03/10/motines-en-las-prisiones-italianas-por-el-coronavirus,2020,2
1225,coronavirus afecta 115 países mundo,2020-03-10,https://www.telesurtv.net/news/coronavirus-afecta-paises-todo-mundo-20200310-0008.html,2020,2
1226,el coronavirus pandemia : significa cómo afecta argentina,2020-03-11,https://www.cronista.com/informacion-gral/El-coronavirus-ya-es-pandemia-que-significa-y-como-afecta-a-la-Argentina-20200311-0042.html,2020,0
1227,coronavirus argentina mundo : últimas noticias hoy pandemia,2020-03-11,https://www.cronista.com/informacion-gral/Coronavirus-en-Argentina-y-en-el-mundo-ultimas-noticias-de-hoy-sobre-la-pandemia-20200311-0032.html,2020,0
1228,qué penas dispone código penal persona rompan cuarentena pongan riesgo salud pública,2020-03-11,https://www.infobae.com/politica/2020/03/11/que-penas-dispone-el-codigo-penal-para-las-personas-que-rompan-la-cuarentena-y-propaguen-el-coronavirus/,2020,3
1229,coronavirus : dia suspende personal sede argentina caso positivo país,2020-03-11,https://www.cronista.com/apertura-negocio/empresas/Coronavirus-DIA-suspende-a-personal-de-su-sede-argentina-por-un-caso-positivo-en-el-pais-20200311-0006.html,2020,0
1230,un futbolista juventus dio positivo coronavirus,2020-03-11,https://www.infobae.com/america/deportes/2020/03/11/un-futbolista-de-la-juventus-dio-positivo-en-coronavirus/,2020,2
1231,argentina suspende citas deportivas internacionales marzo coronavirus,2020-03-11,https://www.espn.com.ar/otros-deportes/nota/_/id/6752273/argentina-suspende-citas-deportivas-internacionales-de-marzo-por-coronavirus,2020,0
1232,"muere coronavirus marcelo peralta , saxofonista argentino jazz",2020-03-11,https://www.elmundo.es/cultura/musica/2020/03/11/5e68b679fc6c8328198b45b0.html,2020,2
1233,la iglesia sugirió suspender “ beso paz ” dar comunión boca coronavirus,2020-03-11,https://www.infobae.com/sociedad/2020/03/11/la-iglesia-sugirio-suspender-el-beso-de-la-paz-y-no-dar-la-comunion-en-la-boca-por-el-coronavirus/,2020,2
1234,la ruta coronavirus puebla : sabe hombre contagiado visitó italia viajó méxico impartir curso 40 persona,2020-03-11,https://www.infobae.com/america/mexico/2020/03/11/la-ruta-del-coronavirus-en-puebla-lo-que-sabemos-del-hombre-contagiado-que-visito-italia-y-viajo-a-mexico-para-impartir-un-curso-a-40-personas/,2020,2
1235,"para ministerio salud , `` la confirmación coronavirus pandemia cambium plane implementando argentina ”",2020-03-11,https://www.infobae.com/politica/2020/03/11/para-el-ministerio-de-salud-la-confirmacion-del-coronavirus-como-pandemia-no-cambia-los-planes-que-estamos-implementando-en-la-argentina/,2020,0
1236,oms califica brote coronavirus pandemia,2020-03-11,https://www.primicias.ec/noticias/sociedad/oms-califica-al-brote-de-coronavirus-como-una-pandemia/,2020,2
1237,declara oms covid-19 pandemia – escambray,2020-03-11,http://www.escambray.cu/2020/declara-la-oms-al-covid-19-como-una-pandemia/,2020,3
1238,oms declara coronavirus covid-19 pandemia,2020-03-11,https://www.eluniverso.com/noticias/2020/03/11/nota/7776909/oms-declara-covid-19-como-pandemia/,2020,3
1239,italia anuncia 25 000 millones euro ayuda paliar ...,2020-03-11,https://www.elcomercio.com/actualidad/italia-fondo-salud-coronavirus-crisis.html,2020,3
1240,indígenas ecuador alertas nuevas medidas ejecutivo,2020-03-11,https://www.telesurtv.net/news/indigenas-ecuador-alertas-nuevas-medidas-ejecutivo-20200311-0011.html,2020,3
1241,tres municipios sucumbíos suspenden actividades ...,2020-03-11,https://www.primicias.ec/noticias/lo-ultimo/tres-municipios-sucumbios-suspenden-actividades-masivas-coronavirus/,2020,3
1242,cuba honduras confirman primeros casos nuevo ...,2020-03-11,https://www.bbc.com/mundo/noticias-america-latina-51835525,2020,3
1243,el virus pone prueba maltrecha economía latinoamericana,2020-03-11,https://www.chicagotribune.com/espanol/sns-es-coronavirus-pone-a-prueba-maltrecha-economia-latinoamericana-20200311-jx3ebhxcgvcb7fo446nh36fkde-story.html,2020,3
1244,nba suspends season jazz player test positive ...,2020-03-11,https://www.reuters.com/article/us-basketball-nba-idUSKBN20Z07V,2020,3
1245,coronavirus : panamá reporta primera muerte covid-19 centroamérica eleva 8 número casos confirmados,2020-03-11,https://www.bbc.com/mundo/noticias-america-latina-51812612,2020,3
1246,coronavirus : gobierno decretó emergencia sanitarium toda argentina plazo año,2020-03-12,https://www.infobae.com/politica/2020/03/12/coronavirus-el-gobierno-decreto-la-emergencia-sanitaria-en-toda-la-argentina-por-el-plazo-de-un-ano/,2020,0
1247,suspenden reprograman lollapalooza coronavirus argentina,2020-03-12,https://www.clarin.com/espectaculos/musica/cancelan-lollapalooza-coronavirus-argentina_0_taL0u-ni.html,2020,0
1248,suspenden lollapalooza argentina coronavirus,2020-03-12,https://www.cronista.com/clase/break/Suspenden-Lollapalooza-en-Argentina-por-el-coronavirus-20200312-0004.html,2020,0
1249,"argentina suspende llegada vuelos europa , estados unidos , china japón coronavirus",2020-03-12,https://elpais.com/sociedad/2020-03-13/argentina-suspende-la-llegada-de-vuelos-procedentes-de-paises-con-coronavirus.html,2020,0
1250,la lista recitales espectáculos masivos suspendidos ciudad buenos aires,2020-03-12,https://www.infobae.com/coronavirus/2020/03/12/la-lista-de-los-recitales-y-espectaculos-masivos-suspendidos-en-la-ciudad-de-buenos-aires/,2020,3
1251,coronavirus . el impacto exportaciones ingreso divisas argentina,2020-03-12,https://www.lanacion.com.ar/economia/comercio-exterior/coronavirus-el-impacto-exportaciones-ingreso-divisas-argentina-nid2342331/,2020,0
1252,alberto fernández recomendó tomar bebidas calientes coronavirus : opinión especialistas,2020-03-12,https://www.infobae.com/america/tendencias-america/2020/03/12/alberto-fernandez-recomendo-tomar-bebidas-calientes-contra-el-coronavirus-la-opinion-de-los-especialistas/,2020,2
1253,dieron alta primer infectado coronavirus argentina,2020-03-12,https://www.infobae.com/sociedad/2020/03/12/dieron-de-alta-al-primer-infectado-por-coronavirus-en-la-argentina/,2020,0
1254,coronavirus : ¿qué caso autóctono cuál diferencia caso importado ?,2020-03-12,https://www.ambito.com/informacion-general/coronavirus/que-es-un-caso-autoctono-y-cual-es-la-diferencia-el-caso-importado-n5088355,2020,2
1255,otro duro golpe coronavirus deporte : atp suspendió tenis profesional seis semanas,2020-03-12,https://www.infobae.com/america/deportes/2020/03/12/otro-duro-golpe-del-coronavirus-al-deporte-la-atp-suspendio-el-tenis-profesional-por-seis-semanas/,2020,2
1256,salud : aseguradoras cubrir pacientes ...,2020-03-12,https://www.primicias.ec/noticias/sociedad/coronavirus-aseguradoras-salud-pacientes/,2020,3
1257,ecuador suspende toda clases covid-19,2020-03-12,https://www.eltiempo.com/vida/educacion/ecuador-suspende-todas-las-clases-por-covid-19-472146,2020,3
1258,¿la cura económica coronavirus peor q ...,2020-03-12,https://www.bnamericas.com/es/noticias/la-cura-economica-del-coronavirus-es-peor-que-la-enfermedad-en-ecuador,2020,2
1259,ecuador : pasa problema fiscal crisis estructural,2020-03-12,https://www.primicias.ec/noticias/firmas/ecuador-problema-fiscal-crisis-estructural/,2020,3
1260,mapa oms detalla casos coronavirus ecuador,2020-03-12,https://www.metroecuador.com.ec/ec/noticias/2020/03/12/mapa-la-oms-detalla-los-casos-coronavirus-ecuador.html,2020,2
1261,coronavirus ecuador : cierre temporal museos teatros ...,2020-03-12,https://www.metroecuador.com.ec/ec/noticias/2020/03/12/coronavirus-ecuador-cierre-temporal-espacios-culturales-quito.html,2020,2
1262,north korea 's kim guide artillery drill despite coronavirus ...,2020-03-12,https://www.reuters.com/article/us-health-coronavirus-northkorea-kim-idCAKBN21001N,2020,2
1263,senescyt suspende actividades universitarias nivel nacional ; espol dará clases virtuales ; puce suspende clases,2020-03-12,https://www.eluniverso.com/noticias/2020/03/12/nota/7778493/senescyt-suspende-actividades-universitarias-nivel-nacional-espol/,2020,3
1264,france 's adp mull closing paris airport terminal due ...,2020-03-12,https://www.reuters.com/article/us-health-coronavirus-france-adp-idUSKBN20Z15O,2020,3
1265,partly false claim : cattle vaccine coronavirus ...,2020-03-12,https://www.reuters.com/article/uk-factcheck-bovine-coronavirus-idUSKBN20Z3LB,2020,2
1266,segundo muerto coronavirus argentina : falleció paciente internado chaco,2020-03-13,https://www.infobae.com/sociedad/2020/03/13/segundo-muerto-por-coronavirus-en-argentina-fallecio-un-paciente-que-estaba-internado-en-chaco/,2020,0
1267,coronavirus : ampliación emergencia sanitaria ...,2020-03-13,https://www.aviacionline.com/2020/03/coronavirus-ampliacion-de-la-emergencia-sanitaria-en-argentina/,2020,2
1268,reprogramaron lollapalooza tras cancelación coronavirus : cuándo hará mega festival,2020-03-13,https://www.cronista.com/clase/checklist/Reprogramaron-el-Lollapalooza-en-Argentina-conoce-cuando-se-hara-el-mega-festival-20200313-0004.html,2020,2
1269,en argentina casos coronavirus autóctonos ...,2020-03-13,https://www.ambito.com/informacion-general/salud/en-argentina-no-hay-casos-coronavirus-autoctonos-porque-no-hay-circulacion-comunitaria-n5088528,2020,0
1270,el duro mensaje maradona : « algunos burlaban coronavirus ... »,2020-03-13,https://argentina.as.com/argentina/2020/03/13/tikitakas/1584107964_724983.html,2020,2
1271,suspendieron toda aplicaciones coronavirus play store,2020-03-13,https://www.infobae.com/america/tecno/2020/03/13/suspendieron-todas-las-aplicaciones-sobre-coronavirus-en-playstore/,2020,2
1272,españa declaró alarma coronavirus,2020-03-13,https://www.infobae.com/america/mundo/2020/03/13/el-presidente-pedro-sanchez-decreto-el-estado-de-alarma-en-toda-espana-por-el-coronavirus/,2020,2
1273,los famosos argentinos cuarentena coronavirus,2020-03-13,https://argentina.as.com/argentina/2020/03/13/tikitakas/1584109302_964255.html,2020,2
1274,coronavirus argentina : cuáles teléfonos emergencia,2020-03-13,https://www.clarin.com/sociedad/coronavirus-argentina-telefonos-emergencia-adscoronavirus_0_7cboHxZV.html,2020,0
1275,primeros estudios pacientes sanados coronavirus : pierden 20 30 % capacidad pulmonar,2020-03-13,https://www.infobae.com/america/mundo/2020/03/13/primeros-estudios-a-pacientes-ya-sanados-de-coronavirus-algunos-pierden-entre-el-20-y-30-de-su-capacidad-pulmonar/,2020,2
1276,primera muerte coronavirus ecuador casos suben ...,2020-03-13,https://www.primicias.ec/noticias/sociedad/muerte-coronavirus-ecuador-paciente/,2020,2
1277,el primer contagio covid-19 china lugar ...,2020-03-13,https://www.elcomercio.com/actualidad/mundo/primer-contagio-covid-china-wuhan.html,2020,3
1278,coronavirus : ¿cómo funciona aislamiento pasajeros ...,2020-03-13,https://www.expreso.ec/actualidad/coronavirus-funciona-aislamiento-pasajeros-lleguen-ecuador-6885.html,2020,2
1279,cuán preparada venezuela enfrentar coronavirus ...,2020-03-13,https://www.bbc.com/mundo/noticias-america-latina-51876226,2020,2
1280,new zealand call christchurch attack commemoration ...,2020-03-13,https://www.reuters.com/article/us-newzealand-shooting-anniversary-idUSKBN21100L,2020,3
1281,ventas domicilio aumentan ecuador coronavirus,2020-03-13,https://www.vistazo.com/enfoque/ventas-domicilio-aumentan-en-ecuador-por-el-coronavirus-EAVI171151,2020,2
1282,ligapro ecuador estudiará martes suspensión ...,2020-03-13,https://www.larepublica.ec/blog/2020/03/13/ligapro-de-ecuador-estudiara-el-martes-la-suspension-del-campeonato/,2020,3
1283,¿por coronavirus provoca compra masiva papel higiénico ?,2020-03-13,https://www.eluniverso.com/larevista/2020/03/13/nota/7780362/que-coronavirus-provoca-compra-masiva-papel-higienico/,2020,2
1284,élite : ¿danna paola coronavirus covid-19 ? – metro ...,2020-03-13,https://www.metroecuador.com.ec/ec/entretenimiento/2020/03/13/elite-danna-paola-coronavirus-covid-19.html,2020,3
1285,"kisses , hug greeting endure mexico despite virus fear",2020-03-13,https://www.reuters.com/article/us-health-coronavirus-mexico-idUSKBN21034Q,2020,3
1286,coronavirus argentina : casos afectados 14 marzo,2020-03-14,https://argentina.as.com/argentina/2020/03/14/tikitakas/1584183735_442892.html,2020,0
1287,"germán pezzella , futbolista selección argentina , coronavirus",2020-03-14,https://www.rionegro.com.ar/german-pezzella-futbolista-de-la-seleccion-argentina-tiene-coronavirus-1287688/,2020,0
1288,"el ex river germán pezzella , primer futbolista argentino tener coronavirus",2020-03-14,https://www.infobae.com/america/deportes/2020/03/14/el-ex-river-german-pezzella-el-primer-futbolista-argentino-en-tener-coronavirus/,2020,2
1289,"coronavirus : pezzella , primer futbolista argentino contagiado",2020-03-14,https://www.goal.com/es-ar/noticias/coronavirus-pezzella-el-primer-futbolista-argentino-contagiado/1v2m1l42kwrow1wi0tikp9lmi7,2020,2
1290,coronavirus argentina : clausuraron do boliches abrieron pesar prohibición,2020-03-14,https://www.clarin.com/ciudades/coronavirus-argentina-clausuraron-boliches-abrieron-pesar-prohibicion_0_-3EDgW72.html,2020,0
1291,"¿coronavirus , gripe , resfriado alergia ? un gráfico ayuda conocer diferencias",2020-03-14,https://www.infobae.com/america/mundo/2020/03/14/coronavirus-gripe-resfriado-o-alergia-un-grafico-ayuda-a-conocer-las-diferencias/,2020,2
1292,coronavirus argentina : ponen cupo máximo visitantes cataratas iguazú,2020-03-14,https://www.clarin.com/viajes/coronavirus-argentina-ponen-cupo-maximo-visitantes-cataratas-iguazu_0_-O08FSew.html,2020,0
1293,coronavirus argentina : chat ciudad indica si síntomas compatibles enfermedad,2020-03-14,https://www.clarin.com/ciudades/coronavirus-argentina-chat-ciudad-indica-sintomas-compatibles-enfermedad_0_m-kG49tm.html,2020,0
1294,"coronavirus italia : germán pezzella , primer futbolista argentino contagiado",2020-03-14,https://www.clarin.com/deportes/coronavirus-jugador-seleccion-dio-positivo_0_2v1aBwmh.html,2020,2
1295,el mensaje aliento leo messi coronavirus,2020-03-14,https://argentina.as.com/argentina/2020/03/14/tikitakas/1584199222_768586.html,2020,2
1296,ecuador prohíbe vuelos internacionales procesiones ...,2020-03-14,https://www.primicias.ec/noticias/sociedad/vicepresidente-reunion-emergencia-sanitaria-coronavirus/,2020,3
1297,coronavirus : fallece hermana paciente cero casos ...,2020-03-14,https://www.primicias.ec/noticias/sociedad/salud-confirma-la-muerte-de-la-hermana-de-la-primera-paciente-que-dio-positivo-por-coronavirus/,2020,2
1298,se suspende liga profesional fútbol ecuador,2020-03-14,https://www.primicias.ec/noticias/jugada/suspende-liga-profesional-futbol-ecuador/,2020,3
1299,guayaquil decide cierre temporal malecones ...,2020-03-14,https://www.elcomercio.com/actualidad/guayaquil/cierre-malecones-parques-guayaquil-covid19.html,2020,3
1300,se suspenden eventos deportivos nivel nacional ...,2020-03-14,https://www.primicias.ec/noticias/jugada/suspenden-eventos-deportivos-nivel-nacional-coronavirus/,2020,3
1301,estas reglas aislamiento obligatorio ...,2020-03-14,https://www.primicias.ec/noticias/sociedad/turistas-extranjeros-hoteles-coronavirus/,2020,3
1302,los costos pruebas coronavirus ecuador van ...,2020-03-14,https://www.expreso.ec/guayaquil/costos-pruebas-coronavirus-ecuador-laboratoriosprivados-6959.html,2020,2
1303,en manabí cinco hospitales contener covid-19,2020-03-14,https://www.eldiario.ec/noticias-manabi-ecuador/517270-en-manabi-cinco-son-los-hospitales-para-contener-el-covid-19/,2020,3
1304,cambodia bar entry five country coronavirus case ...,2020-03-14,https://www.reuters.com/article/health-coronavirus-cambodia-idUSL4N2B709T,2020,2
1305,un niño cuatro años contagió coronavirus chaco : primer menor edad infectado argentina,2020-03-15,https://www.infobae.com/sociedad/2020/03/15/un-nino-de-cuatro-anos-se-contagio-de-coronavirus-en-chaco-es-el-primer-menor-de-edad-infectado-en-la-argentina/,2020,0
1306,alberto fernández : “ paremos argentina 10 días quedémonos casas ”,2020-03-15,https://www.infobae.com/politica/2020/03/15/alberto-fernandez-anticipo-que-se-esta-evaluando-la-posibilidad-de-instalar-la-cuarentena-obligatoria-para-todos-los-ciudadanos/,2020,0
1307,"coronavirus argentina : casos , infectados últimas noticias 15 marzo",2020-03-15,https://argentina.as.com/argentina/2020/03/15/tikitakas/1584270198_167055.html,2020,0
1308,coronavirus argentina : el chino darín úrsula corberó cuarentena preocupados situación,2020-03-15,https://www.clarin.com/fama/coronavirus-argentina-chino-darin-ursula-corbero-cuarentena-preocupados-situacion-realmente-alarmante-_0_zQbf6flq.html,2020,0
1309,la respuesta turner argentina pedido gobierno fútbol transmita tv abierta : “ nuestra voluntad ayudar ”,2020-03-15,https://www.infobae.com/deportes-2/2020/03/16/la-respuesta-de-turner-argentina-ante-el-pedido-del-gobierno-para-que-el-futbol-se-transmita-por-tv-abierta-nuestra-voluntad-es-ayudar/,2020,0
1310,"coronavirus argentina : emergencia sanitarium , cuarentena locura supermercados",2020-03-15,https://argentina.as.com/argentina/2020/03/15/tikitakas/1584308990_849800.html,2020,0
1311,"coronavirus argentina : psicosis supermercados , cola cuadra pagar góndolas casi vacías",2020-03-15,https://www.clarin.com/sociedad/coronavirus-argentina-psicosis-supermercados-colas-cuadra-pagar-gondolas-vacias_0_oqpzVsPN.html,2020,0
1312,"coronavirus argentina : cuatro extranjeros do santiagueños , autoaislados famoso coto caza",2020-03-15,https://www.clarin.com/sociedad/coronavirus-argentina-extranjeros-santiaguenos-autoaislados-famoso-coto-caza_0_L8OsJoVA.html,2020,0
1313,información oficial coronavirus argentina,2020-03-15,https://balletindance.com/2020/03/15/informacion-oficial-sobre-el-coronavirus-en-la-argentina/,2020,0
1314,coronavirus : mientras argentina cerró parque nacional ...,2020-03-15,https://misionesonline.net/2020/03/15/coronavirus-mientras-argentina-cerro-el-parque-nacional-iguazu-brasil-tiene-abierto-el-acceso-a-cataratas-y-recibe-miles-de-turistas-incluidos-extranjeros/,2020,0
1315,la suspensión vuelos regirá 5 abril 2020 ...,2020-03-15,https://www.elcomercio.com/actualidad/ecuador/suspension-vuelos-emergencia-covid19-ecuador.html,2020,3
1316,33 establecimientos clausurados ecuador incumplir ...,2020-03-15,https://www.elcomercio.com/actualidad/seguridad/establecimientos-clausurados-restricciones-ecuador-coronavirus.html,2020,3
1317,gobierno ecuador cierra fronteras medio ...,2020-03-15,https://www.vtv.gob.ve/ecuador-cierra-fronteras-pandemia/,2020,3
1318,visitas áreas protegidas parques nacionales ...,2020-03-15,https://www.elcomercio.com/tendencias/ambiente/visitas-protegidas-parques-nacionales-cerrado.html,2020,3
1319,clientes mascarillas acuden mercado mayorista ...,2020-03-15,https://www.elcomercio.com/actualidad/clientes-mercado-mayorista-emergencia-coronavirus.html,2020,3
1320,coronavirus : cómo ver gratis domingo recital alejandro sanz internet,2020-03-15,https://www.clarin.com/espectaculos/musica/coronavirus-ver-gratis-domingo-recital-alejandro-sanz-internet_0_vaTDOtEi.html,2020,2
1321,personas vs. coronavirus : quédate casa,2020-03-15,https://www.expreso.ec/actualidad/personas-vs-coronavirus-quedate-casa-6972.html,2020,2
1322,"puente ecuador perú , cerrado vallas metálicas",2020-03-15,https://www.expreso.ec/actualidad/coronavirus-puente-ecuador-peru-cerrado-vallas-comercio-6968,2020,3
1323,servicio nacional aduanas ecuador trabaja ...,2020-03-15,https://www.eltelegrafo.com.ec/noticias/ecuador/1/servicio-nacional-de-aduanas-del-ecuador-trabaja-con-normalidad,2020,3
1324,coronavirus covid-19 : ¿cómo eligió nombre ...,2020-03-15,https://www.expreso.ec/buenavida/coronavirus-covid-19-nombre-enfermedad-oms-virus-6977,2020,3
1325,las fuerzas armadas elaboraron “ plan operativo ” emergencia coronavirus,2020-03-16,https://www.infobae.com/politica/2020/03/16/las-fuerzas-armadas-elaboraron-un-plan-operativo-de-emergencia-por-el-coronavirus/,2020,2
1326,uruguay cierra frontera argentina combatir coronavirus,2020-03-16,https://cnnespanol.cnn.com/2020/03/16/alerta-uruguay-cierra-su-frontera-con-argentina-para-combatir-el-coronavirus/,2020,0
1327,el jefe embajada argentina venezuela coronavirus,2020-03-16,https://www.clarin.com/sociedad/embajador-argentino-venezuela-coronavirus_0_-HoCT7VB.html,2020,0
1328,pity martínez dispara : `` una vergüenza tomen entretenimiento '',2020-03-16,https://ar.marca.com/claro/futbol-internacional/mls/2020/03/16/5e6f936446163f01188b45c1.html,2020,3
1329,coronavirus : ¿qué significa cierre fronteras argentina ?,2020-03-16,https://argentina.as.com/argentina/2020/03/16/tikitakas/1584381368_534674.html,2020,0
1330,una pareja argentina varada madrid : `` lo peor incertidumbre saber cuándo volvemos '',2020-03-16,https://www.perfil.com/noticias/sociedad/coronavirus-pareja-argentina-varada-madrid-incertidumbre-no-saber-cuando-volvemos.phtml,2020,0
1331,coronavirus : lugares cerraron prevención ciudad provincia buenos aires,2020-03-16,https://www.infobae.com/sociedad/2020/03/16/coronavirus-que-lugares-ya-cerraron-por-prevencion-en-la-ciudad-y-en-la-provincia-de-buenos-aires/,2020,2
1332,"coronavirus argentina : casos , infectados últimas noticias 16 marzo",2020-03-16,https://argentina.as.com/argentina/2020/03/16/tikitakas/1584355412_332806.html,2020,0
1333,"coronavirus argentina : aulas virtuales , apps redes sociales chico día mientras",2020-03-16,https://www.clarin.com/sociedad/coronavirus-argentina-aulas-virtuales-apps-redes-sociales-chicos-dia-clases_0_szRYYQkP.html,2020,0
1334,una radiografía coronavirus experta virología,2020-03-16,https://www.pagina12.com.ar/253124-una-radiografia-del-coronavirus-por-una-experta-en-virologia,2020,2
1335,lenín moreno decreta excepción ecuador ...,2020-03-16,https://www.elcomercio.com/actualidad/politica/moreno-medidas-coronavirus-covid19-excepcion.html,2020,3
1336,el alcalde yunda anuncia medidas restricción quito ...,2020-03-16,https://www.elcomercio.com/actualidad/quito/quito-yunda-coronavirus-emergencia-restriccion.html,2020,3
1337,todo sistema educativo funcionará bajo modalidad ...,2020-03-16,https://www.primicias.ec/noticias/sociedad/sistema-educativo-teletrabajo-coronavirus/,2020,3
1338,los bancos continuarán atendiendo ventanillas ...,2020-03-16,https://www.elcomercio.com/actualidad/negocios/bancos-atencion-ventanillas-aislamiento-covid19.html,2020,3
1339,los países sudamérica cerraron fronteras ...,2020-03-16,https://m.elmostrador.cl/generacion-m/2020/03/16/los-paises-de-sudamerica-que-cerraron-sus-fronteras-por-coronavirus/,2020,3
1340,¿qué pasará vuelos trayectoria ecuador entren pasadas 23:59 hoy ?,2020-03-16,https://www.eluniverso.com/noticias/2020/03/16/nota/7784067/coronavirus-ecuador-vuelos-aeropuertos/,2020,3
1341,medidas prevención covid-19 aplican ...,2020-03-16,https://www.metroecuador.com.ec/ec/noticias/2020/03/16/buses-en-cuenca-se-sometieron-a-fumigacion.html,2020,3
1342,"latam airlines : cierre fronteras ecuador , argentina ...",2020-03-16,https://contactonews.co/noticias/8328-latam-airlines-cierre-fronteras-ecuador-argentina-colombia-europa-israel-sudafrica-oceania-y-peru-debido-coronavirus,2020,0
1343,qué implica teletrabajo tiempos coronavirus,2020-03-16,https://www.eluniverso.com/noticias/2020/03/16/nota/7784124/que-implica-teletrabajo-tiempos-coronavirus/,2020,2
1344,duque ordena cerrar toda fronteras terrestres marítimas,2020-03-16,https://www.eltiempo.com/politica/gobierno/coronavirus-en-colombia-duque-ordena-cerrar-todas-las-fronteras-terrestres-y-maritimas-473628,2020,3
1345,"coronavirus : salta , jujuy santa cruz confirmaron primeros casos argentina suma 79 contagiados",2020-03-17,https://www.cronista.com/informacion-gral/Coronavirus-Salta-Jujuy-y-Santa-Cruz-confirmaron-sus-primeros-casos-20200317-0062.html,2020,0
1346,"coronavirus argentina : altavoces camioneta , tigre recomiendan gente salga",2020-03-17,https://www.clarin.com/sociedad/coronavirus-argentina-altavoces-camioneta-tigre-recomiendan-gente-salga-casa_0_faypgPv_.html,2020,0
1347,coronavirus : médica chaco primer caso autóctono país,2020-03-17,https://www.pagina12.com.ar/253448-coronavirus-una-medica-de-chaco-es-el-primer-caso-autoctono-,2020,2
1348,"coronavirus argentina : visitas , geriátricos usan tecnología mantener contacto",2020-03-17,https://www.clarin.com/sociedad/coronavirus-argentina-visitas-geriatricos-usan-tecnologia-mantener-contacto-familiares_0_oR1iRTXz.html,2020,0
1349,coronavirus argentina : 26.000 presos bonaerenses rechazan recibir visitas,2020-03-17,https://www.clarin.com/policiales/coronavirus-argentina-6-000-presos-rechazan-recibir-visitas-31-marzo_0_kwADNXkn.html,2020,0
