,Titulo,Ano,Cluster
625,dieron alta primer infectado coronavirus argentina,2020,0
626,coronavirus : ¿qué caso autóctono cuál diferencia caso importado ?,2020,1
627,duro golpe coronavirus deporte : atp suspendió tenis profesional seis semanas,2020,1
628,segundo muerto coronavirus argentina : falleció paciente internado chaco,2020,0
629,coronavirus : ampliación emergencia sanitarium ...,2020,1
630,reprogramaron lollapalooza tras cancelación coronavirus : cuándo hará mega festival,2020,1
631,argentina casos coronavirus autóctonos ...,2020,0
632,duro mensaje maradona : « algunos burlaban coronavirus ... »,2020,1
633,suspendieron toda aplicaciones coronavirus play store,2020,1
634,españa declaró alarma coronavirus,2020,1
635,famosos argentinos cuarentena coronavirus,2020,1
636,coronavirus argentina : cuáles teléfonos emergencia,2020,0
637,primeros estudios pacientes sanados coronavirus : pierden 20 30 % capacidad pulmonar,2020,1
638,coronavirus argentina : casos afectados 14 marzo,2020,0
639,"germán pezzella , futbolista selección argentina , coronavirus",2020,0
640,"ex river germán pezzella , primer futbolista argentino tener coronavirus",2020,1
641,"coronavirus : pezzella , primer futbolista argentino contagiado",2020,1
642,coronavirus argentina : clausuraron do boliches abrieron pesar prohibición,2020,0
643,"¿coronavirus , gripe , resfriado alergia ? gráfico ayuda conocer diferencias",2020,1
644,coronavirus argentina : ponen cupo máximo visitantes cataratas iguazú,2020,0
645,coronavirus argentina : chat ciudad indica si síntomas compatibles enfermedad,2020,0
646,"coronavirus italia : germán pezzella , primer futbolista argentino contagiado",2020,1
647,mensaje aliento leo messi coronavirus,2020,1
648,niño cuatro años contagió coronavirus chaco : primer menor edad infectado argentina,2020,0
649,alberto fernández : “ paremos argentina 10 días quedémonos casas ”,2020,0
650,"coronavirus argentina : casos , infectados últimas noticias 15 marzo",2020,0
651,coronavirus argentina : chino darín úrsula corberó cuarentena preocupados situación,2020,0
652,respuesta turner argentina pedido gobierno fútbol transmita tv abierta : “ nuestra voluntad ayudar ”,2020,0
653,"coronavirus argentina : emergencia sanitarium , cuarentena locura supermercados",2020,0
654,"coronavirus argentina : psicosis supermercados , cola cuadra pagar góndolas casi vacías",2020,0
655,"coronavirus argentina : cuatro extranjeros do santiagueños , autoaislados famoso coto caza",2020,0
656,información oficial coronavirus argentina,2020,0
657,coronavirus : mientras argentina cerró parque nacional ...,2020,0
658,fuerzas armada elaboraron “ plan operativo ” emergencia coronavirus,2020,1
659,uruguay cierra frontera argentina combatir coronavirus,2020,0
660,jefe embajada argentina venezuela coronavirus,2020,0
661,pity martínez dispara : `` una vergüenza tomen entretenimiento '',2020,0
662,coronavirus : ¿qué significa cierre fronteras argentina ?,2020,0
663,pareja argentina varada madrid : `` lo peor incertidumbre saber cuándo volvemos '',2020,0
664,coronavirus : lugares cerraron prevención ciudad provincia buenos aire,2020,1
665,"coronavirus argentina : casos , infectados últimas noticias 16 marzo",2020,0
666,"coronavirus argentina : aulas virtuales , apps redes sociales chico día mientras",2020,0
667,radiografía coronavirus experta virología,2020,1
668,"coronavirus : salta , jujuy santa cruz confirmaron primeros casos argentina suma 79 contagiados",2020,0
669,"coronavirus argentina : altavoces camioneta , tigre recomiendan gente salga",2020,0
670,coronavirus : médica chaco primer caso autóctono país,2020,1
671,"coronavirus argentina : visitas , geriátricos usan tecnología mantener contacto",2020,0
672,coronavirus argentina : 26.000 presos bonaerenses rechazan recibir visitas,2020,0
673,testimonio argentino bordo crucero llegó brasil buenos aire : “ no sabemos cuándo vamos salir acá ”,2020,0
674,coronavirus argentina : fito páez brindará concierto vía streaming casa,2020,0
675,crean primer hospital argentino atender enfermos coronavirus,2020,1
676,"516 millones alumnos casa : argentina , 73 países clases",2020,0
677,impacto coronavirus mercado ganadero : `` la ...,2020,1
678,ciencia argentina frente coronavirus – agencia tss,2020,0
679,varios países prueban vacunas tratamientos ...,2020,0
680,"coronavirus : nek , cantante laura está , cruzada incansable concientizar italianos",2020,1
681,"coronavirus , cuántos efectos ...",2020,1
682,"coronavirus argentina : 99,72 % presos renunció ...",2020,0
683,hablemos logística especial : logística covid-19,2020,0
684,"¿qué tengo : resfrío , alergia coronavirus ? síntomas diferenciar 3 enfermedades",2020,1
685,carmela hontou coronavirus contagia 20 persona casamiento .,2020,1
686,"alfaro , coronavirus : « lo peor venir »",2020,1
687,coronavirus argentina : resumen casos 18 marzo,2020,0
688,coronavirus : gobierno decretó cuarentena total argentina,2020,0
689,confirman 31 nuevos casos coronavirus argentina 128 contagiados país,2020,0
690,coronavirus argentina : cuáles teléfonos emergencia,2020,0
691,"emocionante aplauso , mile persona agradecieron trabajo médicos combatir coronavirus",2020,1
692,argentina aplaude : convocan hoy apoyar profesionales salud trabajan coronavirus,2020,0
693,coronavirus : cómo tres tipos aislamiento,2020,1
694,higuaín vuela argentina ... permiso juve ver madre,2020,0
695,prensa une pedir responsabilidad coronavirus,2020,1
696,coronavirus argentina : gráfico científico explica cuarentena anunció gobierno,2020,0
697,coronavirus : ford suspende producción país,2020,1
698,coronavirus argentina : buquebus suspende toda operaciones tras posible caso positivo,2020,0
699,coronavirus : argentina convierte primer país américa latina ordenar cuarentena total obligatoria,2020,0
700,coronavirus : argentina ordena cuarentena total obligatoria epidemia,2020,0
701,coronavirus : pirelli cierra fábrica argentina,2020,0
702,coronavirus argentina : 100 fotos primer día cuarentena obligatoria,2020,0
703,"economía guerra , volantazo gobierno ...",2020,0
704,fangio netflix : cuándo estrena película documental mayor campeón argentino automovilismo,2020,0
705,argentinos ovacionan casas médicos ...,2020,0
706,"reporte coronavirus argentina : 43.487 nuevos contagios país , 27,9 % semana pasada",2020,0
707,"pedido fabiola yañez sumaron messi , tini stoessel , lali espósito",2020,0
708,confirmó cuarta muerte coronavirus argentina,2020,0
709,"oms , “ argentina tomó medidas rápidas audaces pueden cambiar curva coronavirus ”",2020,0
710,"dybala , paolo maldini hijo , positivos coronavirus",2020,1
711,paulo dybala confiesa infectado coronavirus,2020,1
712,coronavirus argentina : piloto aerolíneas emocionó pasajeros mensaje cuenta cómo,2020,0
713,"coronavirus : ser chino argentina , discriminación `` cuarentena '' evitar agravios",2020,0
714,"coronavirus : canales tv argentina , unidos spot",2020,0
715,coronavirus : pasa encargados edificios cuarentena total,2020,1
716,"coronavirus argentina : cómo reinventan señales deportivas sobrevivir fútbol , tenis",2020,0
717,coronavirus : ejército despliega hospitales campaña campo mayo,2020,1
718,"coronavirus , cardiopatías hipertensos : ¿qué riesgos corren pacientes problemas corazón ?",2020,1
719,# elbilardismodice : consejos coronavirus sello doctor formato meme,2020,1
720,coronavirus : ¿cómo afecta pandemia economía mundial ?,2020,1
721,coronavirus argentina : detuvieron 74 persona hora violar aislamiento,2020,0
722,noticias | 14.000 muertos mundo,2020,0
723,sociología coronavirus : cultura países puede ser ayuda obstáculo pandemia,2020,1
724,maxi moralez shock tras caso covid-19 nycfc,2020,0
725,video : salió megáfono balcón denunciar hacen cuarentena coronavirus,2020,1
726,taiwan suspend airline passenger transit virus fight,2020,0
727,germany ban meeting two people - state ...,2020,0
728,autotest coronavirus : app detecta enfermedad,2020,1
729,coronavirus argentina : supermercado vestida darth vader protegerse,2020,0
730,coronavirus argentina : resumen casos 22 marzo,2020,0
731,mensaje river evitar propagación coronavirus,2020,1
732,"frente avance coronavirus , argentina ofreció ayuda habitantes islas malvinas",2020,0
733,coronavirus : pedido especial carlitos tevez,2020,1
734,5 cosas positivas surgido crisis pandemia ...,2020,0
735,"asignación universal hijo ( auh ) : calendario pago , monto fecha cobro",2020,0
736,myanmar report first case coronavirus,2020,1
737,bristol myers put new clinical trial hold due coronavirus,2020,1
738,"coronavirus argentina : murió hombre mar plata chaco , 6 fallecidos",2020,0
739,coronavirus argentina : aseguran malbrán capacidad triplicar análisis muestras,2020,0
740,coronavirus argentina : advierten encierro aumenta violencia abusos niños niñas,2020,0
741,fortuna donará lionel messi lucha coronavirus hospitales barcelona argentina,2020,0
742,coronavirus argentina : suman 10 trabajadores salud infectados hospital perrando chaco,2020,0
743,"coronavirus : detenido jugar pokemon go , nueva ...",2020,1
744,ventajas américa latina combatir coronavirus,2020,1
745,argentina recuerda pañuelazo casa víctimas dictadura argentina,2020,0
746,coronavirus : paraguay decretó cierre completo fronteras domingo,2020,1
747,empleada consulado argentino madrid coronavirus complicó atención siguen varados españa,2020,1
748,coronavirus : eleva 8 número muertos país,2020,1
749,"coronavirus : surfer volvió brasil , demorado terminó fugando",2020,1
750,coronavirus argentina : alberto fernández llamó `` idiota '' surfer ostende,2020,0
751,"vienen médicos extranjeros : polémica , legal necesario",2020,0
752,coronavirus : gobierno exceptuó ortodoxos judíos cuarentena pueden tomar baño,2020,1
753,periodista argentina contagio coronavirus,2020,0
754,coronavirus : cuerpos fallecidos contagiosos recomienda cremarlos evitar entierros,2020,1
755,cuarentena coronavirus : llegan capítulos estreno blacklist,2020,1
756,"« se terminó tiempo vivos , acá hablando salud argentinos »",2020,0
757,coronavirus pudo detenerlos : alumnos argentinos ganaron torneo internacional física,2020,1
758,argentina diez países elegidos oms probar terapias coronavirus,2020,0
759,coronavirus argentina : malvinas contestaron daniel filmus si necesitan ayuda van,2020,0
760,"coronavirus : jack ma , dueño alibaba , dona do millones barbijos argentina 23 países",2020,0
761,fernández bolsonaro : do miradas mismo virus,2020,0
762,coronavirus argentina : pasa si empresa despide trabajador respeta cuarentena,2020,0
763,“ argentina canta cuarentena ” : 30 artistas entonaron casas emocionante versión “ como cigarra ” maría elena walsh,2020,0
764,ejército argentina provee hospitales militares reubicables ...,2020,0
765,proyecciones económicas tiempos coronavirus,2020,1
766,"día día lucha coronavirus argentina , contado jefa terapia intensiva",2020,0
767,coronavirus : hebraica argentina aportará 230 camas recibir pacientes municipio pilar,2020,0
768,coronavirus argentina : murió empresario líder construcción impulsor `` charlas ted '' litoral,2020,0
769,coronavirus : cantante rammstein terapia intensiva,2020,1
770,coronavirus argentina : mujer recibió tratamiento infectólogo francés hospital posadas,2020,0
771,argentina cierra toda fronteras covid-19 - san ...,2020,0
772,"medio cuarentena coronavirus , techint despedirá 1.450 empleados constructora",2020,1
773,"coronavirus argentina : telefe repone graduados , marco cuarentena",2020,0
774,"coronavirus argentina : udaondo , pueblo 400 habitantes vive pánico muerte peón",2020,0
775,médico 59 años cipolletti décimotercera ...,2020,0
776,"medidas argentina coronavirus : bonos , cuarentena",2020,0
777,"coronavirus argentina : gracias cruce datos , detectaron do auto persona violaban",2020,0
778,cronología coronavirus argentina : `` paciente cero '' hoy,2020,0
779,2.942 casos dengue 158 sarampión argentina,2020,0
780,uñac confirmó primer caso positivo coronavirus pidió sostener nunca aislamiento ...,2020,1
781,"coronavirus , cuarentenas derechos laborales : caso ...",2020,1
782,"ecuador , argentina , méxico chile : desafíos económicos plantea pandemia",2020,0
783,cuarentena coronavirus argentina : cosas pueden hacer cosas,2020,0
784,"coronavirus argentina : hombre escapó hospital moreno hijos , sido",2020,0
785,comparable evolución coronavirus argentina ...,2020,0
786,"coronavirus argentina : sesiones online líneas gratuitas , aumenta demanda atención psicológica",2020,0
787,"coronavirus : emotivo video disney , voz tini stoessel",2020,1
788,fabiola yáñez anunció realización festival solidario recaudar fondos lucha coronavirus,2020,1
789,bolivia confirmó primera muerte coronavirus país,2020,1
790,"vida islas malvinas , allá coronavirus",2020,1
791,coronavirus argentina : ¿se puede ir super auto cuarentena ?,2020,0
792,lucha coronavirus : asia parece mejor occidente,2020,1
793,coronavirus argentina : 8 recetas fáciles cocineros famosos cuarentena,2020,0
794,`` no pueden salir pasillo '' : así vive cuarentena obligatoria hotel buenos aire,2020,0
795,cremation first jewish victim coronavirus argentina stir controversy,2020,0
796,coronavirus death fall italy lockdown extension ...,2020,1
797,vitriol violence : coronavirus death expose paranoia ...,2020,1
798,coronavirus argentina : viaje familiar terminó primer caso mortal tucumán,2020,0
799,coronavirus argentina : confederación bioquímicos ofrece red laboratorios hacer,2020,0
800,coronavirus revela crudeza desigualdades puede ...,2020,1
801,liga nacional vóley declarada desierta pandemia coronavirus,2020,1
802,"violencia género : “ barbijo rojo ” , código pedir ayuda farmacias aislamiento",2020,0
803,oms concluyó coronavirus transmite aire necesario utilizar mascarillas espacios públicos,2020,1
804,así curva contagios coronavirus argentina,2020,0
805,"“ tengo padre internados coronavirus , quedé sola tres hermanitos ”",2020,1
806,coronavirus argentina : ejército ampliará ayuda social rosario do municipios conurbano,2020,0
807,estudiantes plata cede estadio construir hospital campaña,2020,0
808,coronavirus argentina : mar plata rechaza llegada crucero ushuaia,2020,0
809,coronavirus argentina : diez frigoríficos dejaron operar podría complicar abastecimiento carne,2020,0
810,coronavirus argentina : murió abogada contagió paciente cero chaco,2020,0
811,coronavirus argentina : cuántas camas terapia intensiva sistema salud factor falta mejorar emergencia,2020,0
812,“ la paciente 130 ” : historia argentina 25 años contrajo coronavirus madrid,2020,0
813,coronavirus argentina : dispara precio hidroxicloroquina difícil conseguirla,2020,0
814,terminales automotrices argentina acompañan ...,2020,0
815,beneficiaron violador prisión domiciliaria evitar contagie coronavirus cárcel,2020,1
816,video : cronología coronavirus,2020,1
817,coronavirus argentina : piden aplicar penas dura desalentar saqueos supermercados,2020,0
818,coronavirus argentina : prohibieron amarrar puerto mar plata crucero viene ushuaia,2020,0
819,"coronavirus argentina : rabino cónsul , seis muertos registrados día",2020,0
820,murió coronavirus cónsul chile rosario 29 víctimas fatales argentina,2020,0
821,coronavirus argentina : gobierno autorizó recetas medicamentos digitales,2020,0
822,"dybala : « tenía frío noche , tos , dolor cabeza ... »",2020,0
823,coronavirus : empleos temporales surgieron pandemia dan respiro pierden trabajos,2020,1
824,unidos argentina,2020,0
825,"pandemia , constitución confusión",2020,0
826,grandfather man ignored quarantine rule dy coronavirus,2020,1
827,argentina see least 6 femicides coronavirus quarantine,2020,0
828,falleció hombre matanza 35 muertos argentina,2020,0
829,"famosos argentinos coronavirus : futbolistas , políticos , artistas ...",2020,1
830,coronavirus argentina : contagiado fiesta 15 moreno grave pronóstico reservado,2020,0
831,coronavirus argentina : 14 días cuarentena 12 femicidios,2020,0
832,coronavirus argentina : escaparon do pacientes sospechosos hospital quilmes,2020,0
833,argentina aumenta nivel pobreza,2020,0
834,coronavirus argentina : denunciaron discriminación vecinos belgrano intimaron médica,2020,0
835,impactante testimonio primer caso coronavirus reconocido china : vendedora camarones mercado wuhan,2020,1
836,polémica científicos supuesta nueva vía contagio coronavirus,2020,1
837,coronavirus argentina : reabren estaciones subte acceder bancos,2020,0
838,"coronavirus argentina : largas cola bancos , reabrieron pagar jubilaciones plane sociales",2020,0
839,coronavirus : hará argentina muertos enfermedad,2020,0
840,coronavirus argentina : cómo cadena contagios chaco costó vida menos,2020,0
841,"quién historietista argentino juan giménez , murió coronavirus",2020,1
842,coronavirus argentina : periodista k tomás méndez pidió disculpas mentiroso informe c5n,2020,0
843,"coronavirus argentina : acampes , bufandas barbijos cola interminables cobrar jubilaciones",2020,0
844,coronavirus argentina : ucr armó inédito comité virtual zoom,2020,0
845,coronavirus argentina : alertan estafas telefónicas bono 10 mil peso,2020,0
846,argentina : aislamiento covid-19 dispara ...,2020,0
847,coronavirus : pitcher selección argentina beisbol enfrenta pandemia italia,2020,0
848,coronavirus argentina : sirve hacer barbijos casa cuáles riesgos,2020,0
849,"hospital clínicas , elegido buscar cura ...",2020,0
850,coronavirus argentina : cómo hacer máscaras pandemia impresoras 3d,2020,0
851,campaña solidaria impulsa afa junto clubes primera ayudar lucha coronavirus,2020,1
852,"coronavirus argentina : ansiedad , angustia `` jet lag social '' dispararon consultas",2020,0
853,coronavirus argentina : cerveceros unen lanzan solicitada salvar sector crisis,2020,0
854,coronavirus argentina : donan 50 equipos ultrasonido portátiles escanean cuerpo pacientes,2020,0
855,"coronavirus argentina : hospital muñiz , historia epidemias",2020,0
856,coronavirus argentina : abuela `` huir '' italia pandemia ahora puede celebrar,2020,0
857,coronavirus argentina : cómo preparan hospital muñiz enfrentar pandemia,2020,0
858,coronavirus argentina : historia ingeniero murió córdoba tras viaje esposa méxico,2020,0
859,"coronavirus argentina : 24 x 7 operarios hoteles evitar contagios , así funciona fábrica",2020,0
860,"“ tuve asfixia . hoy pensé moría ” , dijo “ la paciente 130 ” , argentina contagió coronavirus madrid",2020,0
861,coronavirus argentina : bancos abrirán jueves santo atender jubilados beneficiarios,2020,0
862,¿podría pandemia coronavirus hacernos fuertes ...,2020,1
863,coronavirus argentina : ratas plagas ganan calles porteñas busca comida,2020,0
864,boris johnson hospitalised test persistent ...,2020,0
865,coronavirus : semana 50 fotos impactantes mundo,2020,1
866,"citing coronavirus , wisconsin mayor urge postponement ...",2020,1
867,ireland 's pm return medical practice help coronavirus ...,2020,1
868,coronavirus argentina : aislaron 120 agentes psa bariloche,2020,0
869,"coronavirus , 42 % empresas mitad personal haciendo teletrabajo",2020,1
870,economistas calcularon cuántos millones dólares pierde ...,2020,0
871,coronavirus : teorías conspirativas 5g covid-19 llevaron quema mástiles telefonía celular reino unido,2020,0
872,otorgaron prisión domiciliaria amado boudou,2020,0
873,coronavirus argentina : universidades provincia mantienen calendario educación distancia,2020,0
874,"falso circule whatsapp video coronavirus que , abrirlo , hackea celular “ en 10 segundos ”",2020,1
875,coronavirus argentina : vida emergencia médica casi besa hijos,2020,0
876,coronavirus argentina : pediatra investigará cómo mata covid-19 intentar salvar mile,2020,0
877,coronavirus argentina : dueña fábrica pasta regala viandas médicos policías,2020,0
878,científicos lograron secuenciar 3 genomas coronavirus argentina,2020,0
879,"quién hombre murió mendoza , segundo paciente joven perder vida argentina coronavirus",2020,0
880,coronavirus : aeropuertos argentina 2000 bonificará costos importación insumos investigar,2020,0
881,fallecen padre abuelo walter montillo posible coronavirus,2020,1
882,"coronavirus argentina : `` te aplauden después encontrás carteles '' , lamento médica",2020,0
883,insólito : hincha huracán violó cuarentena pintar escudo pared,2020,0
884,"coronavirus argentina : científicos malbrán descifraron genoma covid-19 local , clave",2020,0
885,"vacuna bcg reduce tasa mortalidad coronavirus , afirma estudio",2020,1
886,embajador argentino francia familia contagiaron coronavirus,2020,1
887,cómo funciona antiparasitario vacas vencería coronavirus 48 horas,2020,1
888,coronavirus argentina : buscan sumar 2.500 camas terapia intensiva hacer frente pico brote,2020,0
889,oeste : cuarentena coronavirus paraliza argentina,2020,0
890,coronavirus argentina : denuncian consorcios vecinos intimidaron médicos muden,2020,0
891,coronavirus : subastan pelota polémico penal final italia '90 argentina perdió,2020,0
892,coronavirus argentina : cada vez persona apelan ...,2020,0
893,coronavirus eslovenia : médico infectólogo argentino ...,2020,1
894,coronavirus argentina : investigan san luis muerte mujer detenida violar cuarentena,2020,0
895,argentino covid 19 – parlamentario,2020,0
896,coronavirus argentina : abrazos encierro,2020,0
897,cataratas iguazú desoladas : tiempo sequía pandemia,2020,0
898,"coronavirus argentina : `` el aislamiento provoca aumento violencia género términos real '' , dice",2020,0
899,coronavirus argentina : contagiaron tres médicos mendocinos preocupación profesionales,2020,0
900,coronavirus argentina : buscan pacientes recuperados quieran donar plasma ayudar enfermos,2020,0
901,coronavirus argentina : chat docente murió neumonía córdoba tras pasar 10 días,2020,0
902,unicef entrega alimentos argentina dar ...,2020,0
903,coronavirus argentina : efectos psicológicos ...,2020,0
904,coronavirus : `` se ralentiza enfermedad toda argentina '',2020,0
905,coronavirus argentina : barrio chino parece pueblo fantasma comerciantes sienten,2020,0
906,coronavirus argentina : riesgo volver oficina,2020,0
907,coronavirus argentina : `` mercado negro '' alcohol etílico,2020,0
908,"coronavirus argentina : # laotrapandemia , nueva campaña violencia género",2020,0
909,coronavirus ciudad : barrio afectados,2020,1
910,coronavirus argentina : ¿sirven controles olfato ?,2020,0
911,pizca sal : detalle ayudó alemania defenderse coronavirus,2020,1
912,coronavirus argentina : video pone evidencia violación cuarentena villa 1-11-14,2020,0
913,coronavirus puede agravar obesidad diabetes,2020,1
914,"coronavirus argentina : salada , `` pueblo fantasma ...",2020,0
915,coronavirus argentina : registraron tres nuevas muertes,2020,0
916,yanomami indigenous youth coronavirus dy brazil,2020,1
917,vending machine selling face mask appear warsaw street,2020,0
918,coronavirus argentina : quién puede salir quién cuarentena administrada,2020,0
919,coronavirus argentina : gobierno corrientes denunció enfermera contagió chaco,2020,0
920,glosario pandemia : términos clave entender ...,2020,0
921,comienzo pandemia coronavirus argentina bajó 80 % donación sangre,2020,0
922,coronavirus argentina : ejército reparte comida moreno,2020,0
923,coronavirus argentina : mejores meme tras conferencia alberto fernández,2020,0
924,"coronavirus argentina : evacuaron geriátrico , ningún anciano dio positivo tres murieron",2020,0
925,coronavirus : ¿37 grados fiebre ?,2020,1
926,convivencias pura presencia,2020,0
927,coronavirus spread major kazakh oilfield 's worker camp,2020,1
928,"coronavirus argentina : banco mundial pronosticó caída pbi 5,2 % año",2020,0
929,informe oficial chileno cuestiona comparaciones alberto fernández hizo chile,2020,0
930,coronavirus argentina : circo servian quedó varado cuarentena puso venta camiones,2020,0
931,"coronavirus : economía argentina caerá 5,2 % 2020 , según banco mundial",2020,0
932,"coronavirus argentina : videollamada , aquel contacto negocios herramienta encuentro emocional",2020,0
933,coronavirus : 8 test online hacer evaluación preliminar distancia,2020,1
934,importancia industria argentina épocas ...,2020,0
935,amazon stop accepting new online grocery customer amid ...,2020,0
936,singapore ready 'floating hotel ' worker coronavirus ...,2020,1
937,refile-global markets-oil firmer opec+ deal ...,2020,0
938,¿cuenta gobierno argentino casos coronavirus islas malvinas ?,2020,1
939,argentina empezó recibir donaciones sanitarias china aún esperan 1.500 respiradores,2020,0
940,coronavirus argentina : historia cementerio córdoba mandaron cavar 2 mil fosas,2020,0
941,coronavirus argentina : día estatuas porteñas amanecieron barbijos,2020,0
942,"`` gordito lechoso '' , exabrupto jonatan viale retuiteó alberto fernández",2020,0
943,coronavirus argentina : obligatorio uso barbijo viajar entrar comercios caba,2020,0
944,coronavirus argentina : gobierno recomendó pasajeros subir colectivo puerta atrás,2020,0
945,coronavirus argentina : dónde cuándo obligatorio uso barbijos,2020,0
946,coronavirus argentina : creen pueblo aislado contagios masivos asado,2020,0
947,"evo morale , coronavirus : “ china ganó tercera guerra mundial disparar arma ”",2020,1
948,coronavirus argentina : obligatorio uso tapabocas provincia buenos aire,2020,0
949,coronavirus argentina : denuncias clínica murió padre futbolista walter montillo,2020,0
950,coronavirus argentina | pueblo aislado asado resultó mortal,2020,0
951,coronavirus argentina : ciudad habilitó hoteles enfermos leves,2020,0
952,crece escándalo : taiwán reveló correos envió oms diciembre alertando epidemia coronavirus,2020,1
953,“ el coronavirus pondrá prueba ” : duda javier mascherano cómo reaccionará físico después inactividad pandemia,2020,1
954,científicos argentinos desarrollan protocolos aplicar plasma recuperados covid-19 graf,2020,0
955,gobierno giró $ 27.590 millones provincias coronavirus : cuánto dinero recibió cada distrito,2020,1
956,"no , coronavirus sobrevive vino , ...",2020,1
957,coronavirus argentina : escándalo hijo fiscal volvió brasil vecinos echaron,2020,0
958,coronavirus argentina : cinco médicos diez enfermeras hospital san martín visitó axel,2020,0
959,coronavirus argentina : chubut apareció primer caso quedan solo do provincias infectados,2020,0
960,argentina : uso tapabocas obligatorio buenos aire,2020,0
961,covid-19 'enfrenta ' argentina islas malvinas,2020,0
962,"respiradores argentina : cuántos hay , quién fabrica ...",2020,0
963,joven argentino dona mascarillas hechas impresora 3d ...,2020,0
964,coronavirus argentina : crece inquietud presos cárceles país,2020,0
965,federalismo respuesta coronavirus,2020,1
966,106-year-old woman beat covid-19 britain,2020,0
967,rpt-wrapup 1-coronavirus seen knocking u.s. retail sale ...,2020,1
968,coronavirus argentina : hospital san martín quedó menos 35 % capacidad contagios,2020,0
969,coronavirus argentina : menos 53 infectados personal do sanatorios porteños,2020,0
970,coronavirus argentina : dónde cómo hacen patrullaje gendarme llegaron matanza,2020,0
971,"coronavirus argentina : dueños empleados cochería , contagiados tras traslado cuerpo",2020,0
972,argentina queda cigarrillos,2020,0
973,coronavirus argentina : confirman contagiaron nueve médicos enfermeros hospital gutiérrez,2020,0
974,"ley seca : e , países aplica cuándo usado argentina",2020,0
975,san juan preparado enfrentar etapa mitigación covid-19,2020,0
976,coronavirus argentina : así funciona sistema cámaras medir temperatura corporal instalaron constitución,2020,0
977,"`` coronavirus canino '' , enfermedad inquieta dueños mascotas",2020,1
978,coronavirus argentina : gobierno estableció precios máximos alcohol gel,2020,0
979,coronavirus argentina : gobierno recomendó sexo virtual medio aislamiento obligatorio,2020,0
980,coronavirus argentina : clausuraron clínica privada villa adelina posible `` foco infeccioso '',2020,0
981,coronavirus : aeropuertos argentina 2000 facilitará cruz ...,2020,0
982,rol tiempos covid-19,2020,0
983,coronavirus argentina : preparan cientos tumbas cementerio córdoba,2020,0
984,argentina analiza impuesto extraordinario millonarios ...,2020,0
985,coronavirus argentina : gente arrasó vitamina c casi consigue,2020,0
986,extraño sarpullido podría ser nuevo síntoma covid-19,2020,0
987,argentina : sube 40 % consumo domiciliario huevo ...,2020,0
988,coronavirus argentina : obligatorio uso barbijos tapabocas colectivos trenes pa,2020,0
989,"coronavirus argentina : personal salud contagiado , cerraron cuatro servicios do hospitales",2020,0
990,coronavirus argentina : suspenden hoy permiso circulación varados,2020,0
991,coronavirus argentina : 3 muertos 81 infectados nuevos,2020,0
992,"coronavirus argentina : murió san miguel hombre 23 años , víctima joven país",2020,0
993,coronavirus : 40 % argentinos vio mucha ...,2020,1
994,fiebre amarilla covid-19 : cuestión clase,2020,0
995,regreso casa : cómo obtener permiso gobierno volver lugar residencia,2020,0
996,bahrain 's king applauds trump 's effort achieving stability ...,2020,0
997,"'captain tom ' , 99 , help open hospital raising $ 29 million",2020,0
998,coronavirus argentina : 14 trabajadores sanatorio río negro infectados covid-19,2020,0
999,coronavirus argentina : arquitectos córdoba diseñan módulos sanitarios,2020,0
1000,coronavirus : donación pocho lavezzi ciudad natal,2020,1
1001,gobierno pagará 50 % sueldos sector privado tope $ 33.750,2020,0
1002,mckinsey predicts near doubling unemployment europe,2020,0
1003,life lockdown india 's massive dharavi slum,2020,0
1004,motor racing-silverstone open hosting two race without ...,2020,0
1005,onu argentina luchan pandemia ...,2020,0
1006,coronavirus argentina : justicia otorgó casi medio centenar amparos trabajadores salud equipos protección,2020,0
1007,"plenum pandemia covid-19 , expertos advierten ...",2020,0
1008,coronavirus : morat hizo cuarentena estudio grabación,2020,1
1009,reconocido neurocirujano advirtió coronavirus afecta sistema nervioso central,2020,1
1010,"coronavirus argentina : `` lula '' polti , intendente maltrató enfermera violó cuarentena",2020,0
1011,sangre llama podría curar coronavirus | supercampo,2020,1
1012,quiénes quedan exceptuados | noticias,2020,0
1013,covid-19 : restricción san luis complica cosecha ...,2020,0
1014,"nissan close global headquarters , japan site ...",2020,0
1015,argentina anuncia primer caso covid-19 villa emergencia,2020,0
1016,murió coronavirus pasajeros buquebus ...,2020,1
1017,coronavirus argentina : allanaron country obligaban trabajadores incumplir aislamiento,2020,0
1018,coronavirus argentina : quién jubilada 83 años salió tomar sol palermo,2020,0
1019,denuncian clínicas privadas aplican protocolo covid-19 manejo cadáveres,2020,0
1020,buscarán donantes plasma recuperados covid-19 ...,2020,0
1021,conjuntivitis ningún síntoma : ¿podría ser indicio coronavirus ?,2020,1
1022,"coronavirus argentina : 70 años , salió reposera tomar sol casi termina detenida",2020,0
1023,coronavirus argentina : ¿funciona uber cuarentena ?,2020,0
1024,coronavirus argentina : algodón insumo clave sistema salud,2020,0
1025,coronavirus argentina : habló científico sacó foto covid-19 reveló sirve,2020,0
1026,coronavirus : proyectan bandera argentina alpes gesto esperanza,2020,0
1027,"quién elías masri , empresario murió coronavirus volvió argentina embalsamado nueva york vuelo repatriados",2020,0
1028,coronavirus argentina : preso muerto unidad 23 florencio varela versiones cruzadas,2020,0
1029,coronavirus argentina . confirmaron segundo caso villa 31 crece preocupación,2020,0
